,name,rating,total_rating_given,price_level,address
567,Tuhin's Food Hotel,0,0,$$,Unnamed Road
568,Ma Nurjahan hotel and restaurant,5.0,1,$$,Unnamed Road
569,Shovo Coffee House & Fast Food,0,0,$$,"Shiroil Bus Stand, Shiroil, Near East Side of Purtan Counter"
570,Double Digit,3.8,8,not specified,"1st Floor, Mazeda Complex, Talaimari Circle"
571,Heshel - Bangla Restaurant (Students Friendly),3.7,85,$,"Raninagar, Munnafer Mor, Baolia"
572,Movenpick Food Zone,0,0,not specified,"09.Association Bhabon, Alokar more"
573,Balcony,4.2,22,not specified,"1st Floor, Mobarak Tower, Ranibazar, Ghoramara"
574,Sadia Mix Food Restaurant & Cafe,3.7,87,not specified,Not Provided
575,Vangchur Restaurant,3.7,106,$,Unnamed Rd
576,MOM'S Pastry Zone,4.8,4,$$,Rajshahi - Naogaon Hwy
577,Shamim Hotel and Restaurant,3.3,32,$,9HHJ+744
578,মা এর দোয়া চটপটি (B L U M E),4.0,28,$,"Seroil, Beldarpara more"
579,Shuvo Hotel and Restaurants,3.0,2,$$,Traffic Mor
580,RFC,3.4,13,$$,9J82+594
581,Testy Treat Food Corner & Cafe,3.5,2,$$,"House no:423,Ground Floor, Monnafer Mor Bir Sreshtho Shaheed Captain Mohiuddin Jahangir Smarani"
582,Star 14,0,0,not specified,Mohisbathan uttor para jame mosjid rajshahi. Hold-624
583,ilius treder,0,0,not specified,Not Provided
584,শহিদুল,0,0,not specified,9HHX+5H3
585,Hanif Khan Teheri Ghor,2.9,21,not specified,"Shop No- 46, Pouro Biponi Market Adjacent Sonadighi Mosque, Senadighi Mor, কাপড় পট্টির গলি"
586,Golpo Kotha Food Corner,4.1,346,$,9JC3+Q7P
587,Unan - Goriber Addakhana,3.5,35,not specified,Unnamed Road
588,Riyad Hotel and Restaurant,3.6,178,$,"Rajshahi - Dhaka Highway, Binodpur Bazar, Motihar"
589,Berlin Fastfood & Restaurant,3.5,27,not specified,"Nator Road, Kajla Ghat, Motihar"
590,Hira haripur,0,0,not specified,Rajshahi Bypass
591,Royals Billiard Club,4.0,304,$$,Not Provided
592,Zorakali Sweet Store,4.0,37,not specified,9H8X+VM8
593,Green castle,4.3,7,not specified,Bir Sreshtho Shaheed Captain Mohiuddin Jahangir Smarani
594,MOM'S Pastry Zone,4.8,4,$$,Rajshahi - Naogaon Hwy
595,Shamim Hotel and Restaurant,3.3,32,$,9HHJ+744
596,Mishti Mahal,4.0,17,$,"Ruet Gate, Oppo. B.R.T.C Counter, Rajshahi - Dhaka Hwy"
597,Islamia Pochur Hotel & Restaurant,4.0,"1,967",$,"Chakrampur, Dhaka - Natore Hwy"
598,Ekota Hotel,4.3,3,$$,9M8G+472
599,BOX Delivery,4.2,13,$,9J93+W5W
600,Foodee Express,3.8,515,$$,"Bells Park, Band Rd"
601,Hot Plate Restaurant,3.9,860,$$,Police Line Rd
602,Zafran Restaurant Barishal,4.1,379,$$,Opens at 12:00 PM
603,Cafe Star,3.9,"1,063",$,Opens at 11:00 AM
604,Garden Inn Restaurant,3.9,437,not specified,P929+MWW
605,Lake View Restaurant,3.9,783,$$,"Choumatha Lake, C and B Rd"
606,Barishal King Restaurant,4.1,105,not specified,835 C and B Rd
607,Handi Korai,3.8,432,$$,Sadar Rd
608,Western Food Restaurant,4.0,22,not specified,"C & B Road Hatemali, College choumatha"
609,Shawarma House Restaurant,3.7,435,not specified,M.A Jolil Sarok.Korim kuti
610,Honest Restaurant,4.4,88,not specified,Bogra Rd
611,Silver Spoon Chinese Restaurant,3.7,211,not specified,"N Hossain Complex, 1st Floor, 416 Police Line Rd"
612,Hotel Wazedia,4.6,10,$$,K.B. Hemayet Uddin Rd
613,South King Chinese Restaurant,3.8,304,$$,Band Rd
614,AlBaik Restaurant,3.4,5,$$,Hotel Rodela
615,খিচুড়ি এক্সপ্রেস,5.0,4,$,Kali Bari Rd
616,Nanna biriyani,3.4,5,not specified,P93C+M48
617,Appetizer Cafe & Restaurant,3.9,53,$$,Bogra Rd
618,Kutum Bari Restaurant,3.3,49,not specified,Police Line Rd
619,Eastern Restaurant & Hotel,3.8,37,$,"Bhanga-Barisal Highway, South Aalekanda, Amtala"
620,Royal Restaurant,3.8,311,not specified,Sadar Rd
621,Appayan Hotel And Restaurant,3.6,40,not specified,Folpotti Rd
622,FoodZ,4.0,112,not specified,College Rd
623,Matir Unon (Home made food),5.0,1,not specified,Barishal
624,Modina Restaurant,3.4,9,$$,Barisal - Pirojpur Hwy
625,Signature Dish Barishal,0,0,$$,Adjacent to Asalat Khan Mosque 8207
626,Flavours Restaurant,2.2,6,$$,Sadar Rd
627,"Raj Darbar Restaurant & Convention Center, Barishal",4.5,2,$,M8GW+XM3
628,Haji Biriyani Lonch Ghat Barishal,4.2,5,not specified,Launch ghat
629,ভাই ভাই হোটেল এন্ড রেস্টুরেন্ট,0,0,$$,Village : joysree সাজু ফিলিং স্টেশন এর বিপরীত পাশে । Barisal
630,Big Chef,3.9,151,$$,Major M A Jalil Rd
631,খাবার বাড়ি / Khabar Bari Restaurant,3.9,272,not specified,M8HW+GPJ
632,HumaHum Restaurant,4.3,31,not specified,Bus Stand
633,Orpita Store & Fast-food Chinese,3.0,1,not specified,"C&B Bridge-2, Rd, Dhaka - Barishal Hwy"
634,Arabella Barishal,4.3,23,not specified,"121, Nobogram Road, Mitali Bhaban"
635,Late. Yummy King,3.8,96,not specified,Bangla Bazar Rd
636,Hotel gharoa and restora,3.9,305,$$,Chowk Bazar Rd
637,Food Glory Restaurant,4.3,6,$$,Bogra Rd
638,Khana Pina - Premium Casual Restaurant,4.1,21,$$,"Teletalk Customer Care, Uttar Alekanda, Bogra Rd"
639,Akash Hotel And Restaurant,4.0,109,$,Katpotti Rd
640,নাজেমস রেঁস্তোরা,4.2,89,not specified,Bogra Rd
641,Food Club Barisal,3.8,122,$$,Bogra Rd
642,Mr. FOOD,4.0,80,not specified,Bogra Rd
643,Allah'r Dan Bombai Shingara Point,0,0,not specified,Bhanga-Barisal Hwy
644,Ma Restaurant-মা রেস্টুরেন্ট,4.0,23,not specified,Band Rd
645,Balaka Puri & Chop,4.3,211,$,বাজার রোড
646,দারুচিনি,4.5,2,not specified,24 Bangla Bazar Rd
647,FRYPAN,3.8,81,not specified,"0163, Sham Babu Lane, G.C. Das Road, 8200 Major M A Jalil Rd"
648,Haat food court,3.6,5,$$,Major M A Jalil Rd
649,Pan Pizza Barisal,5.0,4,$$,Not Provided
650,BurgerBurg,4.0,3,$$,Major M A Jalil Rd
651,আউয়াল ভাইর দোকান Hotel Abudhabi International,4.0,1,$,Fokir Bari Rd
652,রাজ বিলাস বিরিয়ানি হাউজ,3.0,3,not specified,Not Provided
653,sub town,3.4,5,$$,"862, road"
654,kulsm food corner,5.0,1,not specified,P923+M3M
655,Monu Fuchka house,0,0,not specified,30 Godown
656,Ananda Hotel & Resturent,4.0,5,not specified,M9G3+VWJ
657,শফিক ভাইয়ের স্পেশাল ফাস্টফুড,5.0,1,not specified,P923+C6R
658,আদিব হোটেল এন্ড বিরিয়ানি হাউজ,4.1,25,not specified,Fokir Bari Rd
659,Royal Stage Restaurant,3.8,147,not specified,Bogra Rd
660,Islamia Hotel & Restaurant.,3.7,12,$$,Port Rd
661,Street Flavor,0,0,$$,Bells Park Trail
662,Medical Staff Canteen,3.7,15,$$,Band Rd
663,Bells Diner,3.8,70,$,Band Rd
664,Adhora Coffee House,0,0,not specified,Not Provided
665,nusratjahan keya,0,0,$$,P923+8F3
666,Shop,0,0,not specified,C and B Rd
667,Chattogram Muslim Hotel & Restaurant,3.7,41,$$,Band Rd
668,Tiki Join's Caffe,4.7,7,not specified,"Godown, Shingra Point, 30"
669,মুন্সি রেস্তোরাঁ এবং বিরিয়ানি হাউজ,0,0,not specified,Battala Bazar
670,Hungry Time-2,3.2,9,not specified,Unnamed Road
671,Bhabir Hotel,2.7,6,not specified,Baptist Mission Rd
672,Golpata Rasana Bilash (Bar-B-Q & Coffee Shop),3.7,184,$$,"C & B Rd, Bhanga-Barisal Hwy"
673,Sultani Dine,3.8,99,$$,BM College Rd
674,The Riverview Chinese Restaurant,3.7,11,$$,"DC Ghat, Band Rd"
675,Chourpngi Hotel.,0,0,$,Folpotti Rd
676,New Ghorowa Restaurant,4.3,4,not specified,444 K.B. Hemayet Uddin Rd
677,লোকমান সিঙ্গারা পয়েন্ট,0,0,$$,Unnamed Road
678,আল্লার দান হোটেল এন্ড রেস্টুরেন্টে,5.0,2,not specified,Major M A Jalil Rd
679,স্বপ্ন বিলাস বিরানী ঘর,5.0,1,not specified,Not Provided
680,Hungry Time Restaurant,3.4,11,not specified,Infront of Barishal University
681,Burger House,3.7,185,not specified,BM College Rd
682,জলিল মিয়ার ভাতের হোটেল,3.3,9,not specified,Fokir Bari Rd
683,খাবার হোটেল,0,0,not specified,3 Katpotti Rd
684,টিকি জয়েন্স ক্যাফে,4.0,3,not specified,30 Godown
685,স্বপ্ন বিলাস বিরিয়ানি ঘর,2.0,1,not specified,Sadar Rd
686,Fish fry shop,0,0,not specified,30 godaun
687,ইমন হোটেল বরিশাল বাজার রোড,5.0,1,not specified,বাজার রোড
688,Nil Akash Restaurant,3.7,32,not specified,P87X+MQ4
689,Gournadi Muslim Reataurant,0,0,not specified,Ishwar Basu Rd
690,El Foodee,0,0,$$,572 Gora Chand Das Rd
691,Haji Biriyani,0,0,$$,P923+F4M
692,MR. TASTY FAST FOOD & PIZZA HOUSE,3.4,27,$$,Bogra Rd
693,Panchali grocery stores,4.0,1,$,Sadar Rd
694,Chicken express food cart,3.0,1,not specified,P923+G47
695,bismillah stores,0,0,$$,Bogra Rd
696,Mehedigonj Dodhi Ghor,4.3,3,$$,85 Fazlul Haque Ave
697,Monihar Hotel and Restaurant,5.0,1,$$,P978+23
698,বরিশাল গেট রেস্টুরেন্ট,3.5,44,$$,"210, arafat house, Kali Bari Rd"
699,Ujan Vati,3.4,124,$,Bogra Rd
700,New Alauddin sweets & Restaurant.,0,0,not specified,Hospital Rd
701,মেসার্স তাহের স্টোর,2.0,2,$$,Port Rd
702,Youtube,4.5,2,not specified,Barisal of 2 word Kawina.2 word Barisal of kawina
703,Spice & More,0,0,not specified,Bogra Rd
704,CHAD MIA AR HOTEL.,5.0,1,not specified,"Shadhur Bat Tola, Barisal"
705,Te Amo,5.0,3,not specified,62 Katpotti Rd
706,Hotel Ghorua and Restora,4.3,3,not specified,Folpotti Rd
707,কাজী ক্যাফে,3.0,1,not specified,C and B Rd
708,আযম ভাইয়ের ভাতের হোটেল,5.0,1,$$,M9Q4+X3C
709,হারুন ভাইয়ের চটপটি ও ফুচকার দোকান,4.0,1,$$,M9Q4+V8P
710,Bhojon Bilash Hotel,3.7,99,$$,M8HW+HWR
711,Hotel Nirob,3.0,2,$,P93F+986
712,Burger Shop,0,0,not specified,Amanatganj Rd
713,Food hackers,4.0,2,$$,"modhu miar pool, BM College Rd"
714,Appayan Restaurant,0,0,not specified,BM College Rd
715,Safin Kitchen & Cetering Service,5.0,3,not specified,"Bazar, Vatikhana Rd"
716,বাদল ভাইয়ের রুটির দোকান,0,0,not specified,121 Nobogram Rd
717,Dream kitchen Barisal,5.0,2,not specified,"107,Notullabad, Shahid Zia Sharak"
718,Maria Business,0,0,not specified,Nathullahbas bus terminal
719,Rose Inn Hotel & Restaurant,4.1,77,not specified,Not Provided
720,ক্যাফে আম্মাজান রেস্তোরা,0,0,$$,Hospital Rd
721,রুচিতা হোটেল,3.3,3,$$,Taltali-Kagasura Road
722,Haji Biriyani House,3.1,22,$$,Folpotti Rd
723,Bangali Hotel And Restura,3.6,187,$,"C and B Rd, Near Natullahbad Bus Stand"
724,শাহীন হোটেল,3.4,20,$,P953+VQX
725,Singara Point,3.0,1,$$,Polytechnic Road
726,Kayed Battery,5.0,1,not specified,Dhaka - Barisal Highway
727,Anaaya's Dining & Chinese,2.5,21,not specified,Police Line Rd
728,Maa store,0,0,not specified,P8GQ+CRX
729,Bhojon bilash restaurant,4.1,26,not specified,"North Rhmatpur Airport, Bhanga-Barisal Hwy"
730,আল্লার দান হোটেলএন্ড রেস্টুরেন্ট,5.0,1,not specified,"মুনসুর কোয়াটার, নবগ্রাম রোড"
731,Barishal Airport caffee house,0,0,not specified,Not Provided
732,রাধুনী হোটেল,4.0,7,$$,"Thana Road, Barisal - Pirojpur Hwy"
733,BARISHAL bless parke,3.7,3,$$,Bells Park Trail
734,Dr. Sobhan Complex,3.9,119,$$,Sadar Road
735,Tong Rooftop Restaurant,4.0,6,$,Dhaka - Patuakhali Hwy
736,BARISHAL MUSLIM HOTEL,4.4,5,$,195 Siddique Bazar Rd
737,St. Peter Market,4.0,54,$$,Sadar Rd
738,Amtola Park,4.3,"1,003",not specified,Shadhinota Park Trail
739,HOTEL ASTON INTERNATIONAL. Bangladedh,4.1,25,not specified,"Police Line Road,Barisal.Bangladesh Barisal City"
740,নজরুল টি স্টোর,5.0,2,not specified,বরিশাল আমতাল মোড়।
741,Adam's Eden Restaurant & Resort,3.7,97,not specified,M9QG+MVH
742,Barishal Bar Association,4.1,38,not specified,Fazlul Haque Ave
743,Hotel Arena,3.8,"1,173",not specified,Sadar Road
744,The Arrosto,4.3,"1,206",$$,"1st Floor, Besides the king of Chittagong, 15 O.R Nizam Road, Panchlaish Minar Building"
745,Ram Shyam Restaurant - Best Bengali Restaurant in Santiniketan | Top Restaurant in Santiniketan,4.2,213,$$,"Sonajhuri(Khoai), Santiniketan"
746,Barisal Hotel and Restaurant,3.2,20,$$,"21, 1 Sukrabad Rd"
747,Vibez Cafe N Restaurant,4.0,384,$$,83 S Central Rd
748,Saffron,4.0,79,not specified,"Opposite of Pioneer girl's College, 1 S Central Rd"
749,ROVERS CAFE,4.3,951,$$,Upper Jessore Rd
750,Mughal's Dine,3.9,702,$$,"69,Cemetery Road, Dak Bangla"
751,ফায়ারফ্লাই রেস্টুরেন্ট,4.1,606,$$,QGMR+V27
752,New Azmiri Kacchi Kitchen,4.0,460,not specified,"1sher e, bangla road"
753,Deshi Kitchen,4.1,"1,185",$$,"12, কেডিএ এভিনিউ, তমালতলা - শৈলকুপা সড়ক"
754,Royal Kitchen,4.1,18,not specified,"43, Puraton Jessore Road Custom House Mor, Khalishpur"
755,Kacchi Ghor,4.0,"1,174",$$,KDA Ave
756,Foodsta,4.0,153,not specified,"M A bari street, Choto Boyra Bazar Rd"
757,Bistro C,4.2,982,$$,RH57+X2X
758,Grill House,3.8,301,$$,"KDA, New Market, Khulna - Jessore - Dhaka Hwy"
759,Spize Cafe & Restaurant,4.0,126,not specified,Circuit House
760,KABABZ,4.4,11,not specified,"Stall No. 05, KDA Extension Building KDA Avenue, Shibbari More Khulna, Bangladesh"
761,লেট নাইট রেষ্টুরেন্ট,3.9,109,not specified,RG7Q+C9Q
762,We Hungry,3.8,194,not specified,"7/3 Islampur Road, KDA Avenue"
763,CityLight Cafe & Restaurant,4.1,909,not specified,"G.M. Baksh Tower, 22 Sir Iqbal Rd"
764,S K Chinese Bangla Avijat Restora,5.0,2,not specified,"1/1, Rupsha Approach Road, Traffic More"
765,"মাগুরা রেস্ট্রুরেন্ট,খুলনা",3.6,31,$$,"15/1, coronation school Ahosan Ahmed Road, Opp. Coronation School Khulna 9100 BD, Ahsan Ahmed Rd"
766,Shawarma House Khulna,3.9,894,$$$,Food Studio Food Court
767,Bumble Bee Café & Restaurant,4.1,608,$$,"Kabir Complex, 01 T.B. Boundary Rd"
768,Pizzaology,4.0,635,$$,118 Upper Jessore Rd
769,3 Food Khulna Branch,4.2,131,$$,Not Provided
770,Pasta Express khulna,4.1,149,not specified,"রয়্যালের মোড়, -ক্যাসেল সালাম এর অপজিট এ ৫৫, খানজাহান আলী রোড"
771,চাইনিজ গার্ডেন,4.0,34,not specified,70 Khan Jahan Ali Rd
772,Chinese Palace,4.0,"1,033",$,45 Ahsan Ahmed Rd
773,"Mejban bari, Khulna",4.0,144,not specified,Gollamari - Sonadanga Bypass Rd
774,Dhaba @ Road Side,4.1,656,not specified,B6 Majid Sarani
775,7 Miles Restro & Caffe.,4.1,58,not specified,"Khaja Yousuf Ali chisti Road, Beside Hotel City Inn, 102, 1 Ka Majid Sarani"
776,"The Lake View Restaurant, Khulna",4.0,102,not specified,"Rail Road Crossing Bridge, Khulna - Jessore - Dhaka Hwy"
777,Khana Khazana,0,0,$$,12 Cemetry Rd
778,Roberts Cafe khulna,5.0,1,$$$,New Market Rd
779,Rooster King,4.0,187,$$,48 Ahsan Ahmed Rd
780,জাফলং রেস্টুরেন্ট Jaflong Restaurant,3.8,6,$$,৩৩ নং সেন্ট্রাল ব্লক রোড নং ১৫০ হাউজিং এস্টেট খালিশপুর Khulna
781,Gesco Kabab,4.0,801,$$,"Sher-E-Bangla Road, Power House More"
782,রেড চিল্লি,5.0,3,not specified,"Near Gazi Medical College, A/17 Majid Sarani"
783,Kutumbari Restaurant,5.0,3,not specified,QGXH+879
784,Zaytun Resturant and Cafe,3.6,9,not specified,Majid Sarani
785,Ruchi Restora,0,0,not specified,"9, PC Roy Road,West Site of Hadis Park"
786,Kamrul's Special Gravy Beef & Mutton,4.3,43,not specified,Khulna - Satkhira Rd
787,EFC,3.2,47,not specified,9 S Central Rd
788,Dhanshiri hotel and restaurant,4.0,4,not specified,18 Helatala Rd
789,রাজ কচুরি,3.8,415,$$,"Jessore Khulna Road, Opposite Of Safe & Safe"
790,Cloud9,3.0,1,$$$,Khulna-Jessore-Dhaka Highway
791,Food Factory,0,0,$$,12 Yusuf Row
792,Faruk kabab,4.1,24,$$,RH95+6PC
793,Jing ling cafe and restaurant khulna,2.8,4,$$,RGWR+744
794,Al-Arafa Restaurant,3.8,416,$$,133 Majid Sarani
795,Faruk Biriyani Ghar,4.0,37,not specified,"338,First floor, Hayder Complex, Near Sandhya Bazar, Sher-E-Bangla Road, Moylapota More"
796,Shahed Ali Restaurant,3.0,4,not specified,K.D. Ghos Rd
797,Dhaka kitchen,5.0,2,not specified,Upper Jessore Rd
798,Allahar Dan hotel and restaurant,5.0,1,not specified,3 Sher-E-Bangla Rd
799,ফারুক শাহী চাপ,4.5,10,not specified,Khulna City Bypass
800,O' Khulna - Parkside Restaurant,5.0,1,not specified,Khulna - Satkhira Rd
801,Hot & Fast,2.8,4,$$,"Holding No, Shop No. 47, Ferdous Plaza, 42 Majid Sarani"
802,আফগানি রেষ্টুরেন্ট,2.0,1,$$$,1-11 Railway Hospital Rd
803,Food Craft,0,0,$$,9/1 Kakolibag 2nd Ln
804,Fuska Hut,4.1,42,$$,18 Shamsur Rahman Rd
805,Khulna best Shantipuri Restaurant,5.0,1,$$,RHF2+G54
806,New Kaifeng Chinese Restaurant,4.0,764,$$,"132, 133 Upper Jessore Rd"
807,Food Room,0,0,not specified,"178, Khan Court Building, Shib Bari More Cir"
808,জবেদ হোটেল,4.4,16,not specified,16 N7
809,Sohan Restaurant,0,0,not specified,"Housing Bazar, Khalishpur"
810,Raw canvas cafe & restro,4.7,3,not specified,"Opposite Side of Safe N Safe Khulna Upper jessore road, hazi shariatullah market"
811,4Cheez,4.0,239,$$,Opens at 12:00 PM
812,"Pasta point,Khulna",5.0,2,not specified,Boyra Cross Rd
813,Shanon Cafe and BBQ,3.8,19,$$,RH2J+PC9
814,Al-Amin Chotpoti,4.7,11,$$$,"East Baniakhamer, 9th Gali B.K Main road, Khulna"
815,Aziztawsif Best Restaurent in Khulna,0,0,$$,RH87+3XX
816,River Side Cafe & Restaurant,3.5,13,$$,Rupsha River
817,Chinese Garden,4.0,36,$$,Khulna City
818,Ruhin Restaurant,5.0,2,$$,QHVH+7R4
819,Ammes Kitchen,0,0,not specified,118 Upper Jessore Rd
820,অলকা রেস্তোঁরা,3.8,207,not specified,"Dakbangla Mor, Upper Jessore Rd"
821,লতিফ চটপটি,5.0,1,not specified,"92, North Side Of Chaitali Math, BIDC Rd"
822,Mughol dorbar-khulna,5.0,2,not specified,Not Provided
823,Kamrul Hotel,4.1,"2,121",$$,QGXG+7X7
824,New Modhumoti Hotel & Restaurant,4.5,11,not specified,"309, Khan Jahan Ali Road, Khan Jahan Ali Rd"
825,food point,3.7,25,$$,1 Khan Jahan Ali Rd
826,শাহী চটপটি,5.0,2,$$$,BIDC Rd
827,Rajmahal Food Court,4.1,"1,824",$$,"69, 70 M A Bari St"
828,SPICY INN,4.6,5,$$,"Cloud 9 Food Court, Gollamari - Sonadanga Bypass Rd"
829,চাইনিজ হ্যাভেন,3.9,13,$$,Dhaka-Jessore-Khulna Rd
830,Mega Biriyani House restaurant,4.2,854,$$,Rd No. 18
831,Wimpy's,3.8,12,not specified,Opens at 11:00 AM
832,Chinese Choice,4.0,10,not specified,18 Shamsur Rahman Rd
833,Hanif Mama BBQ & Sheek Kebab,0,0,not specified,Moylapota By Pass Rd
834,জহির হোটেল এন্ড রেস্টুরেন্ট,3.4,8,not specified,65 Shamsur Rahman Rd
835,KFC,4.1,449,$$,"ES PLAZA 22, FARAJI PARA ROAD MOILAPOTA MORE"
836,হুং'স,3.4,39,not specified,BIDC Rd
837,Kashmiri Biryani and kabab,3.8,564,$$,Nirala Residential Area
838,Satyanarayan Temple & Niramis Restaurant,4.6,8,$$$,Thakur Bari Ln
839,Mezban Restaurant,4.3,10,$$,"Medical College Haspital Gate, Boyra"
840,Princess cake Khulna,4.4,177,$$,9 no. jaill sarani on the other side of Boyra mohila college
841,কিছুক্ষণ হোটেল অ্যান্ড রেস্তোরাঁ,4.3,3,$$,Not Provided
842,Sumon's Chicken,0,0,$$,"29, 9200 KDA Approach Rd"
843,Radhuni Hotel,3.6,103,$$,"207, First Floor, Hayder Complex, Sher-E-Bangla Road, Moylapota More"
844,SAFE 'N' SAVE Cafeteria,4.0,103,not specified,VG8G+WPV
845,Khulna Kabab Ghar,0,0,not specified,BIDC Rd
846,HK Food Khulna,5.0,2,not specified,"12 Hazi Meher, Hatem Ali Rd"
847,Barista Cafe & restaurant,4.2,61,not specified,Not Provided
848,Miraj Shahi Haleem,4.3,7,not specified,Moylapota By Pass Rd
849,Sultan Hotel,4.8,5,$$,Not Provided
850,Khulna Deshi Biriyani,3.0,1,$$$,RGFV+F99
851,Al- Jamil fish kabab,3.0,2,$$,Khulna City Bypass
852,Khulna Home Chef's,5.0,2,$$,RGVQ+56X
853,Sohag Hotel সোহাগ হোটেল,0,0,$$,"Notun Rasta, Pabla Khulna"
854,Shakil Hotel and Restaurant,3.8,4,$$,Khaja Chisti Yusuf Ali Ln
855,ভাই ভাই চটপটি ফুচকা হাউজ,0,0,not specified,"Fulbari Gate Bus Station, Khulna - Jessore - Dhaka Hwy"
856,Kutum Bari Restaura,3.5,20,$,"Jalil Tower, 2nd Floor, Front Of Jolil Tower, Picture Palacer Moor Upper Jessore Road Khulna 9100 BD, Upper Jessore Rd"
857,Joe Bean Haus,3.7,6,not specified,8 Khan Jahan Ali Rd
858,Hotel Kasturi,3.8,290,$$,Cemetery Rd
859,Dhaba 2 Khulna.,3.6,7,not specified,b-6 mojid saroni
860,Chillout Food Court,4.1,"1,286",not specified,M A Bari St
861,fish,4.0,40,$$,Opens at 11:00 AM
862,রফিক মামার শিক কাবাব ও চিকেন বারবি কিউ,5.0,1,$$$,RHF2+JP4
863,Friends food journey 2,0,0,$$,Gobor Chaka Rd
864,অনলাইন গেজেট শপ,4.0,6,$$,Not Provided
865,D Café & BBQ Restaurant,4.5,2,$$,22 Sir Iqbal Rd
866,Rupkatha Restaurant,3.9,112,$$,"rood,zero point, Khulna - Satkhira Rd"
867,ফাসখুড,0,0,not specified,"Fulbari Gate Bus Stand, Khulna - Jessore - Dhaka Hwy"
868,khulna,0,0,not specified,VG78+9MQ
869,রিপন হোটেল এন্ড রেষ্টুরেন্ট(RIPON HOTEL AND RESTAURANT)),0,0,not specified,RGP9+JGW
870,Shanon River View Cafe,3.8,38,not specified,Rupsha Ferry Ghat
871,Cafe Friends & Restaurant,2.6,7,not specified,Opposite Safe And Safe
872,Tiger Garden Int. Hotel,4.2,"2,812",not specified,"Shib Bari More Circle, 01 KDA Ave"
873,Rasmi Mini Chinese Restaurant,5.0,4,$$,QHPG+9WG
874,Adi Mollar Hotel,3.6,16,$$$,RGHX+WRC
875,"Shamim Hotel, Daulatpur",3.5,283,$,Khulna - Jessore - Dhaka Hwy
876,দিলু ভাইয়ের পুড়ির হোটেল,5.0,1,$$,7 Shipyard Rd
877,Pizza Bazar,3.5,108,$$,"Khan Jahan Ali Rd, P. T. I More"
878,Bismillah store & fastfood,3.3,3,$$,"Road no : 132, Plot no: 04, prosova mor, Khulna. khalispur"
879,Biriyani House,5.0,4,$$,RH78+JMM
880,ওয়েস্টার্ন ইন ইন্টারন্যাশনাল লিঃ,4.0,762,$$$,Not Provided
881,Food Therapy,3.6,145,$,324 Sher-E-Bangla Rd
882,Nilar Ranna Ghor,5.0,2,$$,Unnamed Road
883,Freshies- From Sabrina's Kitchen,0,0,$$,"House 628, Road 9, Mujgunni R/A"
884,Jahatap Hotel,1.3,3,$$,Khulna - Satkhira Rd
885,Jabed Hossain,0,0,not specified,RHC3+JJ9
886,Yummy Restaurant and Food Court,3.6,12,not specified,Rupsha Bridge Toll Plaza
887,Food Zone,4.3,4,not specified,"Zila Porishod Market, 4 Old Jessore Rd"
888,Hotel Royal International,4.1,"1,766",not specified,Not Provided
889,Adi Momin Hotel and Restaurant,3.3,51,not specified,"Jessore Road, Daulatpu, Khulna"
890,Lal Mia Hotel,4.8,5,not specified,Jessore Khulna Road
891,Hotel Glory,3.6,7,$$,"3rd & 4th Floor, 78, Esha Chamber Market Khan-E-Sabur Road"
892,The Grand Placid,4.0,287,$$$,4-5 Sher-E-Bangla Rd
893,DHANSIRI HOTEL & RESTAURANT,4.0,372,$$,Bagerhat - Khulna Rd
894,Arpita Fashion,2.5,2,$$,"17, KDA, New Market Rd"
895,Hotel Sunday International,3.3,36,$$,151 Upper Jessore Rd
896,Khulna Convention Center,3.9,192,$$,"RG7Q+C9Q, Sonadanga Bypass Rd"
897,Khulna University Of Engineering & Technology,4.7,"1,285",not specified,WG22+6WH
898,Cafe Mariot,4.2,"1,523",$$,"beside Honda Showroom, 14 Rail Rd"
899,New Fops Tailors,4.4,7,not specified,"79/1, 2, 3, 2nd Floor, Ajmal Plaza, Upper Jessore Road Khulna 9100 BD, Upper Jessore Rd"
900,লেক ভিউ ক্যাফে এন্ড রেস্টুরেন্ট,4.2,"1,698",$$,P356+JC6
901,Khulna University,4.6,"1,909",not specified,Sher-E-Bangla Rd
902,ভোজন বিলাস,5.0,1,not specified,RGVJ+QMR
